techniek,model_no,mean_fit_time,mean_test_score,parameters
K-Neighbors Classifier (KNN),18,0.00614166259765625,0.48080468831242895,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 9, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),19,0.005247592926025391,0.47933325058788406,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 10, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),20,0.005547237396240234,0.48287779727141283,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 10, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),21,0.005455923080444336,0.4800693049046806,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 11, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),22,0.005555105209350586,0.4852186213042696,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 11, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),23,0.005555200576782227,0.4838144757572606,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 12, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),24,0.005654335021972656,0.4854196480187497,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 12, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),25,0.005257844924926758,0.4848179544206756,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 13, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),26,0.005852890014648437,0.4888975734337908,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 13, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),27,0.005455875396728515,0.4850191376806004,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 14, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),28,0.005861616134643555,0.48996776282023324,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 14, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),29,0.005455732345581055,0.4882959469266215,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 15, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),30,0.005753660202026367,0.4929774831741602,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 15, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),31,0.005356836318969727,0.4917066696186665,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 16, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),32,0.005654287338256836,0.4942480507296695,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 16, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),33,0.005456066131591797,0.4905698142364664,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 17, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),34,0.005554914474487305,0.4950508381331285,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 17, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),35,0.005455780029296875,0.4941814070975468,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 18, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),36,0.005555438995361328,0.4935793333176788,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 18, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),37,0.005455589294433594,0.4944490327168797,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 19, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),38,0.006158638000488281,0.4961209380650312,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 19, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),39,0.005456018447875977,0.4964554533164711,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 20, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),40,0.005555057525634765,0.49933105895165986,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 20, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),41,0.005456161499023437,0.4987292758990461,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 21, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),42,0.005456304550170899,0.5009361641222441,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 21, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),43,0.005356788635253906,0.5000665765412179,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 22, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),44,0.005654096603393555,0.5004679590611298,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 22, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),45,0.005257511138916015,0.5000668001775673,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 23, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),46,0.005753517150878906,0.5014709680882111,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 23, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),47,0.005555057525634765,0.5028760752715226,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 24, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),48,0.005661869049072265,0.5019393520584049,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 24, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),49,0.005356884002685547,0.4995986845709928,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 25, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),50,0.005852937698364258,0.5011366988367555,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 25, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),51,0.005158424377441406,0.5048822722347646,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 26, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),52,0.006051063537597656,0.5034773886878026,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 26, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),53,0.005555152893066406,0.506019753798743,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 27, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),54,0.005753707885742187,0.505551034374025,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 27, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),55,0.005654382705688477,0.5072232528130657,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 28, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),56,0.005552053451538086,0.5067549359337767,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 28, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),57,0.005455970764160156,0.5061531528811629,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 29, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),58,0.005654525756835937,0.5050157607717243,"{'knn__algorithm': 'auto', 'knn__n_neighbors': 29, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),59,0.08769283294677735,0.41659905021642407,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 1, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),60,0.0866018295288086,0.41659905021642407,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 1, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),61,0.08740224838256835,0.3798821660074985,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 2, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),62,0.08689875602722168,0.41659905021642407,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 2, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),63,0.08699865341186523,0.43412171855589066,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 3, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),64,0.08719000816345215,0.43820100211448165,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 3, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),65,0.08681178092956543,0.43726566544673034,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 4, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),66,0.08888301849365235,0.44977154428726535,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 4, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),67,0.0872884750366211,0.4497726848326473,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 5, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),68,0.08738713264465332,0.45880113025810987,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 5, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),69,0.08789129257202148,0.4582660802921586,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 6, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),70,0.0872035026550293,0.4670942146394591,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 6, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),71,0.08689875602722168,0.46675978884255886,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 7, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),72,0.08670086860656738,0.47090602912416185,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 7, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),73,0.08718986511230468,0.46522172984952626,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 8, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),74,0.08698186874389649,0.47545412156201045,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 8, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),75,0.08650288581848145,0.4763904422296991,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 9, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),76,0.0863039493560791,0.48080468831242895,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 9, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),77,0.0866015911102295,0.47933325058788406,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 10, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),78,0.08630414009094238,0.48287779727141283,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 10, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),79,0.08680000305175781,0.4800693049046806,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 11, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),80,0.08630385398864746,0.4852186213042696,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 11, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),81,0.08689918518066406,0.4838144757572606,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 12, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),82,0.08649840354919433,0.4854196480187497,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 12, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),83,0.10753235816955567,0.4848179544206756,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 13, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),84,0.1032670021057129,0.4888975734337908,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 13, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),85,0.1057553768157959,0.4850191376806004,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 14, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),86,0.09999313354492187,0.48996776282023324,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 14, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),87,0.10406060218811035,0.4882959469266215,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 15, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),88,0.1043583869934082,0.4929774831741602,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 15, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),89,0.1168407917022705,0.4917066696186665,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 16, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),90,0.10604448318481445,0.4942480507296695,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 16, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),91,0.10812797546386718,0.4905698142364664,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 17, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),92,0.10515203475952148,0.4950508381331285,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 17, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),93,0.10812830924987793,0.4941814070975468,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 18, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),94,0.1066391944885254,0.4935793333176788,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 18, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),95,0.1067394733428955,0.4944490327168797,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 19, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),96,0.10496249198913574,0.4961209380650312,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 19, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),97,0.10563855171203614,0.4964554533164711,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 20, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),98,0.10475521087646485,0.49933105895165986,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 20, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),99,0.09920001029968262,0.4987292758990461,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 21, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),100,0.09414086341857911,0.5009361641222441,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 21, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),101,0.09275188446044921,0.5000665765412179,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 22, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),102,0.09334712028503418,0.5004679590611298,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 22, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),103,0.10535073280334473,0.5000668001775673,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 23, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),104,0.09820799827575684,0.5014709680882111,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 23, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),105,0.09969587326049804,0.5028760752715226,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 24, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),106,0.09248490333557129,0.5019393520584049,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 24, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),107,0.09414086341857911,0.4995986845709928,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 25, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),108,0.09066863059997558,0.5011366988367555,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 25, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),109,0.0897756576538086,0.5048822722347646,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 26, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),110,0.08868436813354492,0.5034773886878026,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 26, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),111,0.08788304328918457,0.506019753798743,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 27, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),112,0.09691839218139649,0.505551034374025,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 27, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),113,0.08996706008911133,0.5072232528130657,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 28, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),114,0.10039043426513672,0.5067549359337767,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 28, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),115,0.09185895919799805,0.5061531528811629,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 29, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),116,0.11310458183288574,0.5050157607717243,"{'knn__algorithm': 'ball_tree', 'knn__n_neighbors': 29, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),117,0.14958691596984863,0.41659905021642407,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 1, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),118,0.14868292808532715,0.41659905021642407,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 1, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),119,0.1524796485900879,0.3798821660074985,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 2, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),120,0.14603095054626464,0.41659905021642407,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 2, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),121,0.15167713165283203,0.43412171855589066,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 3, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),122,0.154256010055542,0.43820100211448165,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 3, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),123,0.14969291687011718,0.43726566544673034,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 4, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),124,0.14701457023620607,0.44977154428726535,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 4, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),125,0.15643830299377443,0.4497726848326473,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 5, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),126,0.14641895294189453,0.45880113025810987,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 5, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),127,0.14661760330200196,0.4582660802921586,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 6, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),128,0.14958224296569825,0.4670942146394591,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 6, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),129,0.1488898754119873,0.46675978884255886,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 7, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),130,0.15048637390136718,0.47090602912416185,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 7, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),131,0.14947972297668458,0.46522172984952626,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 8, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),132,0.1519744873046875,0.47545412156201045,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 8, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),133,0.15039420127868652,0.4763904422296991,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 9, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),134,0.15137925148010253,0.48080468831242895,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 9, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),135,0.15733041763305664,0.47933325058788406,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 10, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),136,0.15623278617858888,0.48287779727141283,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 10, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),137,0.15534701347351074,0.4800693049046806,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 11, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),138,0.147509765625,0.4852186213042696,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 11, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),139,0.15147857666015624,0.4838144757572606,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 12, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),140,0.14899797439575196,0.4854196480187497,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 12, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),141,0.1535618782043457,0.4848179544206756,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 13, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),142,0.15286774635314943,0.4888975734337908,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 13, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),143,0.15405750274658203,0.4850191376806004,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 14, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),144,0.15524778366088868,0.48996776282023324,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 14, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),145,0.14860196113586427,0.4882959469266215,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 15, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),146,0.14939527511596679,0.4929774831741602,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 15, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),147,0.14998335838317872,0.4917066696186665,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 16, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),148,0.1501793384552002,0.4942480507296695,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 16, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),149,0.15485115051269532,0.4905698142364664,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 17, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),150,0.16159639358520508,0.4950508381331285,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 17, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),151,0.15951342582702638,0.4941814070975468,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 18, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),152,0.15743036270141603,0.4935793333176788,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 18, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),153,0.1542562484741211,0.4944490327168797,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 19, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),154,0.15743050575256348,0.4961209380650312,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 19, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),155,0.1526768684387207,0.4964554533164711,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 20, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),156,0.15643858909606934,0.49933105895165986,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 20, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),157,0.1590174674987793,0.4987292758990461,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 21, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),158,0.15544657707214354,0.5009361641222441,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 21, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),159,0.15098218917846679,0.5000665765412179,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 22, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),160,0.15491409301757814,0.5004679590611298,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 22, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),161,0.15078377723693848,0.5000668001775673,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 23, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),162,0.14899864196777343,0.5014709680882111,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 23, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),163,0.15008926391601562,0.5028760752715226,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 24, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),164,0.15008177757263183,0.5019393520584049,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 24, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),165,0.154949951171875,0.4995986845709928,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 25, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),166,0.15127162933349608,0.5011366988367555,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 25, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),167,0.15182952880859374,0.5048822722347646,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 26, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),168,0.15336298942565918,0.5034773886878026,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 26, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),169,0.15166912078857422,0.506019753798743,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 27, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),170,0.15147829055786133,0.505551034374025,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 27, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),171,0.1501800537109375,0.5072232528130657,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 28, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),172,0.15405735969543458,0.5067549359337767,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 28, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),173,0.15237131118774414,0.5061531528811629,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 29, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),174,0.1514148712158203,0.5050157607717243,"{'knn__algorithm': 'kd_tree', 'knn__n_neighbors': 29, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),175,0.005753421783447265,0.41659905021642407,"{'knn__algorithm': 'brute', 'knn__n_neighbors': 1, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),176,0.006163883209228516,0.41659905021642407,"{'knn__algorithm': 'brute', 'knn__n_neighbors': 1, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),177,0.006348371505737305,0.3798821660074985,"{'knn__algorithm': 'brute', 'knn__n_neighbors': 2, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),178,0.005852651596069336,0.41659905021642407,"{'knn__algorithm': 'brute', 'knn__n_neighbors': 2, 'knn__weights': 'distance'}"
K-Neighbors Classifier (KNN),179,0.006248664855957031,0.43412171855589066,"{'knn__algorithm': 'brute', 'knn__n_neighbors': 3, 'knn__weights': 'uniform'}"
K-Neighbors Classifier (KNN),180,0.006050825119018555,0.43820100211448165,"{'knn__algorithm': 'brute', 'knn__n_neighbors': 3, 'knn__weights': 'distance'}"
